,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
6268,PRI,PRI,Puerto Rico,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"Fiscal year end: June 30; reporting period for national accounts data: FY. April 2012 database update: Based on data from the Instituto de Estadísticas de Puerto Rico, national accounts data were revised for 2001 onward.",Puerto Rico,1989,,,18.22611328
6269,URY,URY,Uruguay,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"In 2011, the Central Bank revised national accounts data for 2006 onward.",Uruguay,1989,4880.777,1.580058498,18.22611328
6270,ABW,ABW,Aruba,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.,Aruba,1989,649.059,10.6347326,18.22611328
6271,ARG,ARG,Argentina,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,The base year has changed to 2004.,Argentina,1989,117090.977,3.629202129,18.22611328
6272,MLT,MLT,Malta,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Malta,1989,2170.864,6.189700104,18.22611328
6273,ARE,ARE,United Arab Emirates,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised for 2001 onward; the base year changed to 2007.",United Arab Emirates,1989,54487.953,31.8249004,18.22611328
6274,QAT,QAT,Qatar,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"Based on data from the Qatar Ministry of Development Planning and Statistics and the Qatar Central Bank, the new base year is 2013.",Qatar,1989,14326.969,30.93963443,18.22611328
6275,SAU,SAU,Saudi Arabia,High income: nonOECD,High income: nonOECD,Middle East & North Africa,"Based on data from the Saudi Central Department of Statistics and Information under the authority of the Ministry of Economy and Planning, the new base year is 2010.",Saudi Arabia,1989,203738.52,12.88588816,18.22611328
6276,BHR,BHR,Bahrain,High income: nonOECD,High income: nonOECD,Middle East & North Africa,Based on official government statistics; the new base year is 2010.,Bahrain,1989,11738.067,24.39707478,18.22611328
6277,OMN,OMN,Oman,High income: nonOECD,High income: nonOECD,Middle East & North Africa,Based on official government statistics; the new base year is 2010.,Oman,1989,10065.915,5.77848292,18.22611328
6278,KWT,KWT,Kuwait,High income: nonOECD,High income: nonOECD,Middle East & North Africa,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2010.,Kuwait,1989,35885.262,17.467149,18.22611328
6279,BMU,BMU,Bermuda,High income: nonOECD,High income: nonOECD,North America,,Bermuda,1989,784.738,13.33658503,18.22611328
6280,SYC,SYC,Seychelles,High income: nonOECD,High income: nonOECD,Sub-Saharan Africa,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1976 onward; the base year changed to 2006.",Seychelles,1989,234.688,3.382256298,18.22611328
6281,GNQ,GNQ,Equatorial Guinea,High income: nonOECD,High income: nonOECD,Sub-Saharan Africa,National accounts have been revised from 1980 onward based on IMF data and official government statistics; the new base year is 2006.,Equatorial Guinea,1989,117.344,0.321093662,18.22611328
6282,AUS,AUS,Australia,High income: OECD,High income: OECD,East Asia & Pacific,Fiscal year end: June 30; reporting period for national accounts data: FY. Value added current series updated by the Australian Bureau of Statistics; data revised from 1990 onward; Australia reports using SNA 2008.,Australia,1989,277771.583,16.51986292,18.22611328
6283,JPN,JPN,Japan,High income: OECD,High income: OECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY.,Japan,1989,1025549.89,8.329948098,18.22611328
6284,NZL,NZL,New Zealand,High income: OECD,High income: OECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY.,New Zealand,1989,25404.976,7.700344326,18.22611328
6285,KOR,KOR,"Korea, Rep.",High income: OECD,High income: OECD,East Asia & Pacific,The new base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.,"Korea, Rep.",1989,235846.772,5.555998042,18.22611328
6286,CHE,CHE,Switzerland,High income: OECD,High income: OECD,Europe & Central Asia,,Switzerland,1989,39467.921,5.937782989,18.22611328
6287,CZE,CZE,Czech Republic,High income: OECD,High income: OECD,Europe & Central Asia,,Czech Republic,1989,,,18.22611328
6288,DNK,DNK,Denmark,High income: OECD,High income: OECD,Europe & Central Asia,,Denmark,1989,48785.768,9.505090019,18.22611328
6289,GBR,GBR,United Kingdom,High income: OECD,High income: OECD,Europe & Central Asia,,United Kingdom,1989,581721.879,10.19193063,18.22611328
6290,ISL,ISL,Iceland,High income: OECD,High income: OECD,Europe & Central Asia,,Iceland,1989,1903.173,7.526825969,18.22611328
6291,NOR,NOR,Norway,High income: OECD,High income: OECD,Europe & Central Asia,,Norway,1989,41785.465,9.885602951,18.22611328
6292,POL,POL,Poland,High income: OECD,High income: OECD,Europe & Central Asia,,Poland,1989,423787.856,11.16361398,18.22611328
6293,SVN,SVN,Slovenia,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia,1989,,,18.22611328
6294,SVK,SVK,Slovak Republic,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic,1989,,,18.22611328
6295,EST,EST,Estonia,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Estonia,1989,,,18.22611328
6296,IRL,IRL,Ireland,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Ireland,1989,30018.062,8.549696683,18.22611328
6297,DEU,DEU,Germany,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 German mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Germany,1989,,,18.22611328
6298,AUT,AUT,Austria,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 13.7603 Austrian schilling. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Austria,1989,54117.586,7.102448997,18.22611328
6299,ESP,ESP,Spain,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,1989,226671.938,5.843344438,18.22611328
6300,ITA,ITA,Italy,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Italy,1989,408907.17,7.215357675,18.22611328
6301,NLD,NLD,Netherlands,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Netherlands,1989,163100.826,10.98402906,18.22611328
6302,PRT,PRT,Portugal,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal,1989,41209.746,4.118915142,18.22611328
6303,GRC,GRC,Greece,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Greece,1989,74183.41,7.352537262,18.22611328
6304,BEL,BEL,Belgium,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Belgian franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Belgium,1989,107461.435,10.81351494,18.22611328
6305,LUX,LUX,Luxembourg,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Luxembourg,1989,9658.878,25.613572,18.22611328
6306,FIN,FIN,Finland,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,1989,52584.78,10.59243558,18.22611328
